[02:24:31] [main/INFO]: ModLauncher running: args [--username, hugoo_669, --version, forge-47.3.0, --gameDir, C:\Users\Omar\curseforge\minecraft\Instances\survie moddée, --assetsDir, C:\Users\Omar\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, f54c362d5b61496e9cf8d9952f70db84, --accessToken, ????????, --clientId, ZTM4ZDk1M2UtN2VhNC00OGE0LWFiMmQtY2ExNjRjNWU1OTI2, --xuid, 2535468356127766, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --quickPlayPath, C:\Users\Omar\curseforge\minecraft\Install\quickPlay\java\1731201868828.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[02:24:31] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.gotobed
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.gotobed
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.gotobed
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.gotobed
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.gotobed
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.gotobed
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.gotobed
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.badweather
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.badweather
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.badweather
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.badweather
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.badweather
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.badweather
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.badweather
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.badweather
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.lowsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.lowsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.lowsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.lowsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.lowsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.lowsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.lowsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.lowsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.highsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.highsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.highsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.highsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.highsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.highsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.highsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.highsaturation
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.badhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.badhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.badhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.badhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.badhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.badhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.badhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.badhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.goodhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.goodhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.goodhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.goodhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.goodhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.goodhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.goodhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.goodhousing
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.greeting
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.greeting
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.greeting
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.greeting
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.greeting
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.greeting
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.greeting
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.greeting
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.farewell
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.farewell
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.farewell
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.farewell
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.farewell
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.farewell
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.farewell
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.farewell
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.missingequipment
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.missingequipment
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.missingequipment
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.missingequipment
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.missingequipment
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.missingequipment
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.missingequipment
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.missingequipment
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.happy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.happy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.happy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.happy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.happy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.happy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.happy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.happy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.unhappy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.unhappy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.unhappy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.unhappy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.unhappy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.unhappy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.unhappy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.unhappy
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.sick
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.sick
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.sick
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.sick
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.sick
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.sick
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.sick
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.sick
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.interaction
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.interaction
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.interaction
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.interaction
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.interaction
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.interaction
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.interaction
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.interaction
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.success
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.success
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.success
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.success
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.success
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.success
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.success
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.success
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male1.danger
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female1.danger
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male2.danger
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female2.danger
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male3.danger
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female3.danger
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.male4.danger
[02:25:39] [Render thread/WARN]: Missing sound for event: minecolonies:citizen.child.female4.danger
[02:25:39] [Render thread/INFO]: OpenAL initialized on device OpenAL Soft on Casque (2- High Definition Audio Device)
[02:25:39] [Render thread/INFO]: Sound engine started
[02:25:40] [Render thread/INFO]: Resetting client caches
[02:25:40] [Render thread/INFO]: Resetting common caches
[02:25:40] [Render thread/INFO]: Created: 512x256x0 chiselsandbits:textures/atlases/icons.png-atlas
[02:25:40] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[02:25:40] [Render thread/INFO]: Created: 8192x4096x4 minecraft:textures/atlas/blocks.png-atlas
[02:25:40] [Render thread/INFO]: Created: 512x512x4 minecraft:textures/atlas/signs.png-atlas
[02:25:40] [Render thread/INFO]: Created: 1024x1024x4 minecraft:textures/atlas/banner_patterns.png-atlas
[02:25:40] [Render thread/INFO]: Created: 2048x1024x4 minecraft:textures/atlas/shield_patterns.png-atlas
[02:25:40] [Render thread/INFO]: Created: 2048x1024x4 minecraft:textures/atlas/armor_trims.png-atlas
[02:25:40] [Render thread/INFO]: Created: 2048x1024x4 minecraft:textures/atlas/chest.png-atlas
[02:25:40] [Render thread/INFO]: Created: 128x64x4 minecraft:textures/atlas/decorated_pot.png-atlas
[02:25:40] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/beds.png-atlas
[02:25:40] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/shulker_boxes.png-atlas
[02:25:41] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvDown], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [436.0, 132.0, 436.0, 208.0]
[02:25:41] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvUp], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [436.0, 208.0, 436.0, 132.0]
[02:25:41] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [436.0, 208.0, 436.0, 248.0]
[02:25:41] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [512.0, 208.0, 512.0, 248.0]
[02:25:41] [Render thread/INFO]: [ETF]: emissive suffixes loaded: {_e}.
[02:25:41] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvDown], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [436.0, 132.0, 436.0, 208.0]
[02:25:41] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvUp], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [436.0, 208.0, 436.0, 132.0]
[02:25:41] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [436.0, 208.0, 436.0, 248.0]
[02:25:41] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [512.0, 208.0, 512.0, 248.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvDown], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [0.0, 0.0, 32.0, 0.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvUp], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [0.0, 0.0, 32.0, 0.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvWest], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [0.0, 0.0, 0.0, 32.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvEast], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [0.0, 0.0, 0.0, 32.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvDown], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [24.0, 72.0, 24.0, 88.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvUp], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [24.0, 88.0, 24.0, 72.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [24.0, 88.0, 24.0, 108.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [40.0, 88.0, 40.0, 108.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvDown], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [96.0, 56.0, 96.0, 88.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvUp], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [96.0, 88.0, 96.0, 56.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [96.0, 88.0, 96.0, 108.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [128.0, 88.0, 128.0, 108.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvDown], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [96.0, 56.0, 96.0, 88.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvUp], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [96.0, 88.0, 96.0, 56.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [96.0, 88.0, 96.0, 108.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [128.0, 88.0, 128.0, 108.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvDown], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [196.0, 40.0, 196.0, 80.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvUp], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [196.0, 80.0, 196.0, 40.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [196.0, 80.0, 196.0, 128.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [236.0, 80.0, 236.0, 128.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvDown], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [116.0, 68.0, 116.0, 96.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvUp], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [116.0, 96.0, 116.0, 68.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [116.0, 96.0, 116.0, 124.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the U width should not be 0, its behaviour is extremely inconsistent between hardware: [144.0, 96.0, 144.0, 124.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [32.0, 31.0, 39.0, 31.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [48.0, 31.0, 55.0, 31.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvWest], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [39.0, 31.0, 48.0, 31.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvEast], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [23.0, 31.0, 32.0, 31.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [24.0, 20.0, 28.0, 20.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [35.0, 20.0, 39.0, 20.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvWest], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [28.0, 20.0, 35.0, 20.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvEast], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [17.0, 20.0, 24.0, 20.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [32.0, 22.0, 39.0, 22.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [48.0, 22.0, 55.0, 22.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvWest], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [39.0, 22.0, 48.0, 22.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvEast], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [23.0, 22.0, 32.0, 22.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [26.0, 48.0, 34.0, 48.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [42.0, 48.0, 50.0, 48.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvWest], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [34.0, 48.0, 42.0, 48.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvEast], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [18.0, 48.0, 26.0, 48.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [10.0, 48.0, 18.0, 48.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [26.0, 48.0, 34.0, 48.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvWest], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [18.0, 48.0, 26.0, 48.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvEast], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [2.0, 48.0, 10.0, 48.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [10.0, 40.0, 18.0, 40.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [26.0, 40.0, 34.0, 40.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvWest], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [18.0, 40.0, 26.0, 40.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvEast], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [2.0, 40.0, 10.0, 40.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvNorth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [26.0, 40.0, 34.0, 40.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvSouth], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [42.0, 40.0, 50.0, 40.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvWest], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [34.0, 40.0, 42.0, 40.0]
[02:25:42] [Render thread/WARN]: [EMF]: Possibly invalid UV data for [uvEast], the V height should not be 0, its behaviour is extremely inconsistent between hardware: [18.0, 40.0, 26.0, 40.0]
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:aetherial_glaze, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:undead_gladiator, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:inflamed_wither_skeleton, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:stone_golem, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:singularity, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:aurora_crystal_slime, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:cerulean_crystal_slime, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:scarlet_crystal_slime, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:topaz_crystal_slime, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:verdant_viridium_crystal_slime, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:nocturnal_crystal_slime, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:selenite_crystal_slime, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:aurora_crystal_node, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:inferno_fusion_bomb_primed, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:inferno_explosion, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:cosmic_collider_bomb_primed, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ancient_elements:cosmic_explosion, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to occultism:foliot, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to occultism:djinni, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to occultism:afrit, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to occultism:afrit_wild, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to occultism:marid, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to occultism:devil_familiar, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to occultism:demonic_wife, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to occultism:demonic_husband, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ars_nouveau:bookwyrm, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ars_nouveau:starbuncle, has custom renderer that is not LivingEntityRenderer.
[02:25:43] [Render thread/WARN]: Could not apply rainbow color layer to ars_nouveau:whirlisprig, has custom renderer that is not LivingEntityRenderer.
